block_group,hhld_nocar,hhld_single_mother,hhld_total,hhld_total_w_chld,pop_asiapacific,pop_black,pop_hispanic,pop_indig,pop_otherrace,pop_poverty,pop_total,pop_white,workers_all,workers_essential
250173425001,171,89,922,280,418,610,652,0,84,436,2845,1081,1142,629
250173425002,151,13,816,346,0,818,976,0,39,163,2675,842,1071,581
250173425003,180,29,973,373,212,387,486,0,344,253,2609,1180,1018,545
250173426001,36,64,340,170,0,145,504,0,0,29,1066,417,544,303
250173426002,34,62,324,153,61,175,326,0,29,105,1041,450,419,237
250173426003,100,120,936,362,203,939,388,10,112,394,2793,1141,1144,641
250173501031,24,0,277,5,99,0,41,0,12,20,361,209,0,0
250173501032,47,0,548,86,54,66,116,0,31,25,1437,1170,1174,543
250173501041,184,206,786,302,256,57,611,0,144,329,1761,693,1103,570
250173501042,260,194,1108,418,77,1313,455,0,17,900,3198,1336,1406,755
250173501043,107,0,458,116,245,17,547,0,0,186,1646,837,621,325
250173501044,147,15,627,112,248,121,76,0,3,68,1284,836,733,362
250173502001,81,12,486,94,106,0,21,0,13,22,1290,1150,806,370
250173502002,48,0,290,50,8,86,0,0,28,0,477,355,378,181
250173502003,66,35,396,128,215,0,10,0,18,211,1180,937,834,416
250173502004,124,90,738,262,121,443,547,0,0,350,2142,1031,827,377
250173502005,45,0,273,13,81,49,34,0,0,0,453,289,395,202
250173502006,71,0,423,83,13,0,11,0,41,32,892,827,593,302
250173503001,96,37,423,83,29,24,249,0,11,202,1039,726,711,328
250173503002,115,0,503,143,165,102,178,0,81,40,1262,736,493,220
250173503003,76,0,333,29,49,11,82,0,21,31,649,486,616,288
250173504001,56,0,339,51,32,10,82,0,2,175,1021,895,600,258
250173504002,89,0,536,52,24,0,64,0,9,0,1364,1267,792,327
250173504003,83,8,498,38,0,200,0,0,51,148,1297,1046,665,275
250173504004,127,57,764,184,107,37,25,0,46,185,1704,1489,853,359
250173504005,55,0,330,24,66,20,28,0,0,0,645,531,547,224
250173505001,97,0,338,26,5,0,38,0,8,74,660,609,590,250
250173505002,107,7,373,44,51,16,60,0,44,46,866,695,567,227
250173506001,0,0,0,0,342,136,148,0,73,0,1930,1231,640,281
250173506002,31,0,324,31,93,6,0,0,34,79,923,790,359,149
250173506003,16,0,164,10,67,8,55,0,18,134,640,492,322,136
250173506004,50,0,511,80,35,24,56,0,36,81,1353,1202,479,195
250173507001,150,13,568,13,14,0,116,0,9,126,972,833,537,217
250173507002,87,34,329,62,56,40,31,0,0,136,748,621,546,270
250173507003,112,0,424,24,16,43,11,0,84,168,985,831,540,242
250173507004,202,67,764,168,59,343,311,0,18,476,1413,682,759,356
250173507005,115,0,438,48,67,4,97,0,7,83,910,735,503,213
250173507006,99,0,375,54,57,0,31,0,14,77,856,754,520,228
250173508001,80,5,471,72,59,15,27,0,106,68,1093,886,728,289
250173508002,75,10,439,28,52,80,20,4,23,84,988,809,657,258
250173509001,94,0,379,49,33,0,28,0,35,70,984,888,520,206
250173509002,133,0,533,66,117,0,0,0,45,70,1326,1164,759,295
250173509003,171,0,687,51,174,0,48,0,23,131,1420,1175,877,357
250173510001,143,33,566,98,251,2,155,0,31,166,1233,794,838,346
250173510002,60,6,240,47,0,0,18,0,0,46,644,626,421,165
250173510003,56,0,225,0,0,0,0,0,21,71,423,402,446,169
250173510004,218,0,864,45,251,0,232,0,40,104,2194,1671,1209,484
250173510005,132,0,523,77,306,0,62,0,27,204,1418,1023,767,300
250173510006,134,0,533,14,127,0,36,0,39,66,1029,827,693,294
250173511001,190,0,720,187,145,156,403,0,42,133,1922,1176,973,444
250173511002,108,41,410,54,123,36,91,10,0,70,867,607,526,235
250173511003,131,0,496,58,118,19,46,0,49,25,1049,817,773,343
250173511004,89,0,338,28,92,17,25,0,94,44,538,310,440,170
250173511005,160,0,606,88,94,30,65,0,21,211,1663,1453,697,308
250173512031,134,0,374,44,184,47,108,45,46,130,1022,592,605,253
250173512032,160,22,446,106,102,50,105,0,37,240,1154,860,717,294
250173512033,167,0,466,36,62,18,85,0,16,64,961,780,706,282
250173512034,232,31,646,131,259,72,47,0,88,291,1558,1092,772,321
250173512041,150,9,687,99,300,35,71,0,39,322,1518,1073,761,310
250173512042,156,51,713,135,240,9,380,10,41,322,1957,1277,1061,472
250173512043,110,13,506,60,160,66,126,6,14,187,1246,874,765,324
250173513001,205,14,674,102,443,44,31,0,189,296,1842,1135,1108,501
250173513002,272,148,892,204,50,161,130,0,541,334,1704,822,830,369
250173513003,110,14,363,37,45,50,21,0,58,29,826,652,553,252
250173514031,97,0,297,109,137,0,547,0,51,128,1009,274,378,193
250173514032,114,0,349,37,58,22,50,0,37,19,710,543,518,251
250173514033,118,0,363,32,92,73,77,0,47,86,715,426,291,138
250173514034,125,19,384,109,142,169,325,0,30,71,1300,634,514,252
250173514035,72,20,223,40,16,8,88,0,19,34,490,359,320,150
250173514041,146,8,443,93,179,20,110,0,84,146,1083,690,634,317
250173514042,198,0,599,99,62,128,360,0,100,116,1252,602,759,385
250173514043,119,10,362,75,22,41,269,0,22,21,927,573,566,304
250173514044,53,20,161,40,172,115,32,0,33,100,566,214,437,223
250173515001,84,0,317,6,117,7,40,0,15,137,473,294,278,126
250173515002,216,80,812,188,142,256,278,0,25,249,1972,1271,1145,533
250173521011,104,0,390,19,121,80,77,0,0,92,684,406,153,69
250173521012,302,0,1131,106,549,106,409,0,57,487,1898,777,1173,524
250173521021,134,0,578,112,224,39,271,0,17,152,1234,683,757,313
250173521022,147,0,636,30,246,34,97,0,0,112,1149,772,707,296
250173522001,551,18,1069,66,135,274,114,7,42,270,1740,1168,1075,446
250173523001,457,70,1118,255,478,117,464,0,141,523,2700,1500,1114,421
250173523002,400,11,977,129,569,102,121,0,134,259,1771,845,889,344
250173524001,30,10,97,48,29,0,18,0,13,7,297,237,168,75
250173524002,204,114,657,286,252,739,314,0,44,411,1835,486,1070,546
250173525001,181,29,564,89,210,266,103,0,44,234,1257,634,915,425
250173525002,231,42,719,149,299,38,361,0,61,153,1982,1223,915,430
250173526001,208,48,623,159,143,50,137,0,62,280,1404,1012,802,342
250173526002,169,57,505,132,104,89,241,0,12,254,1198,752,638,264
250173527001,106,0,395,64,236,0,189,0,30,117,950,495,441,194
250173527002,112,0,418,28,33,108,62,14,49,105,829,563,669,351
250173527003,42,27,159,82,64,0,14,0,78,11,451,295,211,100
250173528001,51,0,145,18,63,0,8,0,14,24,339,254,237,106
250173528002,267,55,760,141,244,131,355,4,57,206,1965,1174,1073,460
250173529001,113,41,446,117,75,175,48,0,28,27,1037,711,649,262
250173529002,221,14,867,228,212,0,46,0,14,47,2019,1747,1081,437
250173530001,8,0,19,0,4,0,0,0,0,8,23,19,33,14
250173530002,88,0,193,21,10,50,0,0,0,21,384,324,344,165
250173530003,226,18,493,87,179,134,131,0,43,162,1033,546,501,234
250173530004,501,39,1091,125,480,281,237,0,33,372,2330,1299,1082,467
250173531011,290,13,527,36,268,129,62,0,61,190,1330,810,812,324
250173531012,172,38,313,68,80,246,212,0,35,225,1196,623,605,259
250173531021,4,0,10,10,549,69,270,0,155,14,2102,1059,569,199
250173531022,93,0,206,13,457,29,130,0,100,87,1352,636,321,98
250173531023,0,0,0,0,412,63,144,10,87,0,1352,636,253,80
250173532001,241,29,706,110,786,187,323,0,70,186,2758,1392,1347,550
250173532002,200,0,585,73,196,117,104,0,36,282,1287,834,503,208
250173532003,185,32,542,95,147,175,12,0,67,246,1218,817,457,177
250173533001,116,11,512,68,275,72,84,0,92,93,1195,672,566,220
250173533002,180,45,792,280,310,171,194,0,67,203,1854,1112,898,361
250173533003,109,0,480,93,65,26,0,0,30,36,1064,943,532,207
250173534001,162,136,499,188,59,419,54,11,44,191,1362,775,730,333
250173534002,240,11,735,112,282,373,121,57,86,226,1684,765,955,457
250173535001,189,9,613,41,106,85,48,0,65,94,1117,813,617,285
250173535002,204,38,664,212,104,423,65,0,53,62,1673,1028,799,346
250173536001,87,0,259,98,93,23,27,0,23,56,732,566,215,80
250173536002,110,0,326,54,127,12,61,0,32,11,915,683,374,142
250173536003,100,20,299,94,45,33,122,0,70,46,800,530,277,112
250173536004,103,0,306,37,53,0,35,0,9,9,600,503,287,104
250173536005,67,0,199,0,365,85,241,10,97,63,1909,1111,749,287
250173537001,228,20,522,65,89,10,32,0,23,69,975,821,324,132
250173537002,274,0,626,42,136,10,96,0,30,144,1223,951,388,150
250173537003,0,0,0,0,337,50,158,0,97,0,1536,894,484,189
250173537004,86,0,198,9,286,36,217,0,41,141,1365,785,306,121
250173537005,118,0,270,13,171,128,81,0,19,83,784,385,280,122
250173538001,182,0,439,43,98,0,21,0,0,53,852,733,401,154
250173538002,233,0,561,54,121,145,117,0,14,88,935,538,825,324
250173538003,471,18,1133,103,224,17,329,1,240,553,2221,1410,1071,406
250173538004,180,0,434,30,190,36,35,0,0,29,686,425,482,199
250173539001,331,20,559,47,583,133,198,0,86,163,2133,1133,585,208
250173539002,428,33,724,153,436,123,226,0,85,507,1752,882,663,241
250173539003,11,0,19,0,470,149,172,16,80,0,2232,1345,603,232
250173540001,210,7,511,28,105,19,13,0,0,59,813,676,372,133
250173540002,259,0,630,42,346,98,167,0,100,208,2504,1793,940,353
250173540003,303,9,738,60,227,102,68,0,60,279,1192,735,521,197
250173541001,72,0,226,8,33,13,67,0,0,80,367,254,152,63
250173541002,94,0,296,46,10,6,0,0,9,8,557,532,260,98
250173541003,167,0,522,62,135,41,110,0,29,64,1116,801,448,159
250173541004,125,0,391,42,228,0,55,0,13,53,815,519,388,169
250173542001,37,11,536,186,56,0,0,0,53,10,1362,1253,524,221
250173542002,35,42,503,189,37,75,26,0,7,8,1213,1068,469,187
250173542003,24,8,354,106,37,62,48,0,0,19,881,734,276,105
250173543001,112,61,620,177,189,229,87,0,63,141,1305,737,785,363
250173543002,78,0,433,125,112,23,11,0,72,10,957,739,426,189
250173543003,96,0,533,97,105,148,94,0,44,40,1142,751,586,250
250173544001,21,12,348,86,31,6,90,0,94,55,811,590,486,193
250173544002,25,11,425,113,91,0,169,0,47,69,1026,719,478,196
250173545001,173,0,541,31,65,52,25,6,69,199,858,641,477,193
250173545002,137,28,427,197,124,0,187,0,97,39,1253,845,483,174
250173545003,84,0,264,9,10,12,22,0,0,18,460,416,244,98
250173546001,230,71,1071,202,84,932,211,0,24,329,2276,1025,1250,573
250173546002,63,18,293,129,0,39,0,0,57,0,712,616,459,199
250173546003,125,22,580,234,357,114,49,0,70,68,1348,758,510,239
250173546004,168,0,783,99,388,81,108,0,69,72,1544,898,480,211
250173547001,108,42,552,176,331,34,97,0,15,201,1468,991,758,297
250173547002,125,0,639,126,131,101,55,0,22,81,1454,1145,798,322
250173548001,83,8,413,66,73,79,37,0,31,38,949,729,596,252
250173548002,119,8,595,135,298,27,76,0,54,92,1467,1012,666,271
250173549001,173,0,617,68,196,99,78,0,14,27,1219,832,819,354
250173549002,421,289,1495,618,504,2469,703,0,26,1705,4090,388,1809,907
250173549003,340,44,1207,167,678,158,132,0,6,224,2494,1520,1215,527
250173550001,85,8,407,155,246,118,10,0,22,140,1096,700,453,203
250173550002,138,30,659,98,267,240,42,5,53,205,1331,724,776,321
250173550003,98,24,467,63,110,67,27,0,29,45,882,649,552,241
250173561001,25,21,339,73,119,0,0,0,0,35,786,667,442,193
250173561002,45,19,611,197,67,0,187,0,49,19,1515,1212,863,342
250173561003,26,17,358,106,104,0,83,0,40,0,860,633,549,237
250173563001,25,24,436,82,174,51,84,17,0,59,871,545,766,355
250173563002,32,38,545,105,375,22,61,0,37,69,1034,539,606,256
250173563003,15,20,268,85,78,0,102,0,37,46,611,394,439,190
250173563004,14,0,250,77,14,17,0,0,20,13,594,543,413,182
250173563005,23,41,389,111,250,0,126,0,0,0,1087,711,455,192
250173563006,22,0,387,182,339,2,44,0,56,105,1177,736,400,175
250173564001,19,18,229,98,0,0,16,0,14,16,654,624,353,144
250173564002,48,0,581,110,180,0,27,0,81,226,1190,902,644,256
250173564003,24,13,291,167,146,0,114,0,32,0,830,538,518,217
250173564004,18,0,227,124,18,18,0,0,28,24,735,671,330,136
250173564005,19,62,237,99,0,15,0,0,0,0,626,611,363,151
250173564006,38,26,464,242,157,0,47,0,35,88,1400,1161,656,247
250173564007,23,8,279,104,0,14,17,0,20,0,721,670,437,178
250173564008,49,27,591,254,260,77,19,0,33,18,1629,1240,632,256
250173565001,41,16,359,248,48,95,268,0,82,36,1210,717,424,169
250173565002,67,0,576,286,251,0,142,0,93,66,1698,1212,689,288
250173565003,105,65,909,254,247,73,16,0,200,156,2078,1542,896,369
250173565004,34,0,297,74,24,71,0,0,15,53,684,574,453,190
250173565005,46,16,403,112,120,0,0,0,54,23,919,745,626,255
250173565006,25,0,218,68,0,119,6,0,0,3,724,599,530,224
250173566011,92,38,995,244,459,164,84,0,71,243,2113,1335,1117,466
250173566012,42,0,451,146,26,38,17,0,14,40,1132,1037,656,283
250173566013,22,0,236,69,26,0,8,0,0,34,561,527,407,163
250173566014,27,22,299,106,63,7,8,0,35,7,819,706,423,164
250173566021,79,40,913,196,207,37,67,0,77,100,1772,1384,866,371
250173566022,22,20,254,119,32,0,0,0,82,11,663,549,430,183
250173566023,27,8,313,125,66,0,9,0,0,0,833,758,447,187
250173566024,22,11,262,139,42,35,113,0,74,5,929,665,578,248
250173567011,74,0,517,162,79,0,77,0,30,162,1237,1051,757,322
250173567012,74,15,523,113,29,0,0,0,19,30,1012,964,689,278
250173567013,114,72,800,251,524,62,19,0,95,19,1574,874,815,340
250173567014,53,34,375,45,102,65,71,0,21,112,703,444,413,184
250173567015,32,27,224,51,14,0,16,0,0,47,415,385,371,143
250173567016,58,0,408,60,19,19,43,0,58,73,754,615,436,167
250173567021,73,21,491,167,184,27,141,0,78,0,1239,809,669,277
250173567022,48,14,328,103,36,17,36,0,12,0,881,780,466,203
250173567023,128,11,862,107,282,20,62,0,56,298,1578,1158,851,354
250173567024,39,0,262,155,44,0,33,0,0,0,915,838,366,162
250173567025,38,13,259,62,9,0,30,0,84,83,657,534,411,176
250173567026,46,0,310,86,14,0,17,0,0,26,883,852,365,162
250173567027,72,72,484,109,93,123,76,0,50,60,844,502,289,125
250173571001,6,11,299,164,65,38,59,0,8,34,952,782,531,219
250173571002,13,0,607,164,565,41,10,0,50,9,1345,679,810,332
250173571003,9,0,416,201,153,0,0,0,0,50,1099,946,487,196
250173571004,8,7,366,149,142,0,0,0,16,10,906,748,497,218
250173572001,14,41,348,197,403,18,68,11,0,71,1054,554,627,276
250173572002,10,20,254,81,104,0,0,0,28,0,731,599,411,167
250173572003,9,0,238,96,23,0,47,0,13,0,731,648,367,152
250173572004,11,0,283,124,0,9,13,0,10,30,829,797,326,135
250173573001,18,15,362,156,148,12,19,0,49,0,1123,895,567,253
250173573002,23,34,462,101,199,22,91,0,32,9,1047,703,674,283
250173573003,21,47,427,175,57,0,71,0,33,21,980,819,622,273
250173574001,6,5,282,72,94,0,27,0,38,17,685,526,461,203
250173574002,5,11,251,111,62,0,20,0,16,0,681,583,398,161
250173574003,8,14,365,177,106,0,171,0,42,30,978,659,440,195
250173575001,13,20,191,88,70,42,14,0,53,17,522,343,391,164
250173575002,21,35,291,131,97,16,12,0,36,53,694,533,365,157
250173575003,27,13,378,138,118,22,33,0,18,100,945,754,507,210
250173576001,53,38,428,180,435,0,67,0,10,109,1155,643,577,253
250173576002,78,44,628,247,267,0,34,0,107,83,1774,1366,772,349
250173577001,68,22,414,104,140,9,58,0,67,163,1005,731,523,224
250173577002,50,12,306,65,115,72,42,0,8,94,742,505,463,199
250173577003,67,13,409,117,268,0,72,0,0,98,971,631,545,237
250173577004,81,27,490,169,151,34,200,0,33,73,1157,739,552,244
250173578001,11,0,281,93,161,0,16,0,31,16,856,648,495,207
250173578002,13,9,334,117,73,0,15,0,53,71,914,773,398,170
250173578003,14,20,341,171,105,13,91,0,26,56,1106,871,503,210
250173578004,13,60,330,162,91,22,61,24,31,225,1061,832,527,236
250173581001,12,0,384,153,247,0,18,0,32,33,1114,817,497,206
250173581002,17,29,535,264,275,62,97,0,123,27,1557,1000,637,253
250173581003,17,0,548,189,385,0,0,10,9,15,1550,1146,780,321
250173581004,13,0,407,165,444,22,12,0,38,67,1235,719,695,280
250173583001,55,80,1569,459,1078,88,78,0,145,367,3582,2193,1654,703
250173583002,25,14,721,478,965,13,63,0,109,0,2323,1173,859,364
250173584001,20,0,348,139,117,0,21,0,27,56,954,789,435,170
250173584002,30,9,512,145,118,17,51,0,43,91,1284,1055,579,224
250173584003,38,65,640,334,628,40,43,12,10,122,1923,1190,820,328
250173584004,22,12,375,162,354,28,84,0,92,18,1102,544,497,187
250173585001,15,16,842,416,997,11,26,0,55,35,2511,1422,1019,424
250173585002,5,24,298,107,131,0,0,0,101,40,790,558,333,144
250173585003,12,28,662,368,689,27,8,0,78,50,2200,1398,944,399
250173586001,16,11,433,208,355,0,0,0,0,28,1457,1102,622,243
250173586002,12,0,314,95,284,0,0,0,68,0,689,337,407,164
250173586003,9,0,240,167,202,0,0,0,28,38,779,549,361,155
250173586004,17,16,453,223,248,0,48,0,30,64,1308,982,553,219
250173586005,10,17,258,169,223,0,0,0,48,39,789,518,422,156
250173586006,14,0,368,142,451,0,0,0,31,0,999,517,621,256
250173587001,16,71,791,369,833,0,57,0,64,50,2213,1259,1003,417
250173587002,9,13,464,190,476,0,59,0,7,6,1347,805,723,302
250173587003,12,13,595,298,286,0,10,0,66,51,1774,1412,783,327
250173591001,37,12,524,219,86,0,91,0,16,43,1405,1212,643,268
250173591002,35,0,502,197,289,3,115,27,0,66,1326,892,494,217
250173591003,43,52,604,223,295,137,70,0,4,24,1718,1212,883,362
250173591004,62,32,883,263,317,174,46,0,107,76,2135,1491,992,430
250173593001,6,63,423,245,46,0,87,0,38,51,1279,1108,519,219
250173593002,5,12,342,104,173,0,0,0,33,23,835,629,536,225
250173593003,10,10,625,208,173,10,31,0,16,0,1665,1435,774,322
250173593004,17,42,1070,413,510,187,62,0,50,135,3067,2258,1410,560
250173593005,4,0,257,82,186,0,0,0,0,39,696,510,499,206
250173601001,0,41,549,453,208,33,278,0,106,0,1975,1350,375,173
250173602001,34,0,320,76,112,8,36,0,46,55,678,476,388,153
250173602002,36,0,340,118,73,2,1,0,66,3,845,703,503,217
250173602003,59,14,552,136,70,82,118,0,0,26,1340,1070,573,231
250173602004,98,65,915,213,115,19,29,0,0,148,1888,1725,715,295
250173611001,25,14,425,252,21,0,15,0,56,54,1340,1248,445,170
250173611002,28,17,465,159,36,5,54,0,0,31,1399,1304,602,245
250173611003,29,0,486,74,44,50,147,0,59,77,929,629,392,166
250173611004,32,12,540,85,23,0,0,0,0,0,1192,1169,524,210
250173611005,17,14,292,137,21,0,30,0,43,1,886,792,341,151
250173612001,54,13,870,181,58,419,726,0,38,68,3139,1898,1227,539
250173612002,23,13,384,127,96,0,30,0,37,64,1089,926,459,196
250173612003,64,119,1042,467,195,196,221,0,92,191,2973,2269,917,378
250173613001,0,13,473,250,376,2,2,0,23,61,1407,1004,504,206
250173613002,0,56,654,222,0,0,0,0,0,77,1581,1581,583,241
250173613003,0,31,376,145,177,0,20,0,30,59,1070,843,502,216
250173613004,0,0,474,156,284,97,133,0,81,160,1545,950,803,330
250173613005,0,0,270,75,15,0,0,0,39,0,773,719,360,134
250173621001,22,22,947,300,386,0,15,0,44,113,2721,2276,1324,538
250173621002,21,9,876,308,197,0,69,20,40,40,2465,2139,1153,464
250173631021,44,22,553,197,282,0,80,0,0,81,1529,1167,654,293
250173631022,75,0,931,298,927,100,14,0,0,78,2147,1106,1090,462
250173631023,104,35,1287,405,956,25,261,0,179,355,3122,1701,1332,569
250173631031,18,8,871,369,806,62,57,0,58,8,2484,1501,1146,470
250173631032,9,0,418,187,72,0,35,0,90,0,1117,920,643,261
250173631041,23,66,852,408,730,28,17,0,0,0,2480,1705,1416,580
250173631042,8,0,312,181,137,0,0,0,0,39,1049,912,458,185
250173631043,23,0,850,317,504,112,76,23,55,45,2083,1313,992,396
250173631044,5,0,200,79,84,3,0,0,0,28,482,395,418,166
250173632011,11,0,419,142,110,0,11,0,0,96,1120,999,550,215
250173632012,11,31,393,223,358,0,47,0,0,0,1111,706,833,335
250173632013,9,21,352,113,58,0,11,0,0,32,950,881,465,189
250173632021,0,0,264,109,188,0,0,0,43,12,821,590,439,180
250173632022,0,11,571,221,367,35,12,0,235,66,1481,832,723,290
250173632023,0,33,555,283,343,1,120,0,23,2,1585,1098,883,355
250173641011,60,21,963,190,0,119,118,0,75,133,2149,1837,1238,519
250173641012,36,0,587,79,120,19,63,0,0,195,1290,1088,770,339
250173641013,47,21,759,330,100,0,49,0,28,56,2259,2082,1169,520
250173641021,25,62,644,308,0,0,0,0,23,63,1815,1792,751,323
250173641022,24,12,603,132,25,18,61,0,39,42,1329,1186,860,351
250173641023,11,0,287,81,0,0,0,0,0,17,656,656,586,240
250173641024,16,29,407,132,54,0,15,0,34,42,1102,999,771,323
250173651001,15,44,503,244,264,89,0,0,174,17,1572,1045,749,301
250173651002,22,26,698,299,208,0,0,0,0,115,2027,1819,1111,445
250173651003,27,0,862,508,425,0,188,0,31,21,2910,2266,1151,478
250173651004,18,28,602,233,0,56,24,0,138,152,1601,1383,737,295
250173652011,6,40,721,310,248,0,21,0,0,110,2083,1814,960,387
250173652012,3,0,434,212,169,0,16,0,27,0,1283,1071,629,255
250173652013,3,8,366,185,57,0,33,6,7,18,1172,1069,582,226
250173652014,4,14,509,206,201,0,50,0,86,0,1431,1094,701,289
250173652021,50,31,832,250,178,0,83,0,138,30,2182,1783,885,387
250173652022,26,23,432,211,96,0,9,0,34,13,1279,1140,561,233
250173652023,24,43,396,235,202,0,0,0,19,76,1400,1179,669,273
250173661001,16,0,297,125,122,0,33,0,0,31,840,685,420,173
250173661002,21,10,398,185,181,0,65,0,34,0,1306,1026,567,231
250173661003,14,0,270,100,93,0,0,0,0,20,668,575,414,180
250173661004,22,0,406,109,104,0,43,0,9,61,970,814,496,210
250173661005,21,8,398,164,82,0,0,0,93,23,1107,932,555,227
250173662011,6,0,915,431,312,0,135,0,76,106,2654,2131,1352,540
250173662012,2,8,310,131,0,0,0,0,36,96,971,935,499,197
